year,value,country,country_code,indicator
2014,2059241589895.01,Russia,RU,NY.GDP.MKTP.CD
2013,2292470078346.22,Russia,RU,NY.GDP.MKTP.CD
2012,2208293553878.42,Russia,RU,NY.GDP.MKTP.CD
2011,2045922753398.04,Russia,RU,NY.GDP.MKTP.CD
2010,1524916715223.95,Russia,RU,NY.GDP.MKTP.CD
2009,1222645900055.7,Russia,RU,NY.GDP.MKTP.CD
2008,1660848058303.11,Russia,RU,NY.GDP.MKTP.CD
2007,1299703478481.65,Russia,RU,NY.GDP.MKTP.CD
2006,989932071352.543,Russia,RU,NY.GDP.MKTP.CD
2005,764015973481.11,Russia,RU,NY.GDP.MKTP.CD
2004,591016690732.385,Russia,RU,NY.GDP.MKTP.CD
2003,430347420184.885,Russia,RU,NY.GDP.MKTP.CD
2002,345470494417.863,Russia,RU,NY.GDP.MKTP.CD
2001,306602070620.5,Russia,RU,NY.GDP.MKTP.CD
2000,259710142196.943,Russia,RU,NY.GDP.MKTP.CD
1999,195907128350.934,Russia,RU,NY.GDP.MKTP.CD
1998,270955486862.442,Russia,RU,NY.GDP.MKTP.CD
1997,404928954191.876,Russia,RU,NY.GDP.MKTP.CD
1996,391724890744.498,Russia,RU,NY.GDP.MKTP.CD
1995,395537185734.854,Russia,RU,NY.GDP.MKTP.CD
1994,395077301248.464,Russia,RU,NY.GDP.MKTP.CD
1993,435083713850.837,Russia,RU,NY.GDP.MKTP.CD
1992,460290556900.726,Russia,RU,NY.GDP.MKTP.CD
1991,517962962962.963,Russia,RU,NY.GDP.MKTP.CD
1990,517014446227.929,Russia,RU,NY.GDP.MKTP.CD
1989,506631299734.748,Russia,RU,NY.GDP.MKTP.CD
1988,554828660436.137,Russia,RU,NY.GDP.MKTP.CD
2024,3912686168582.21,India,IN,NY.GDP.MKTP.CD
2023,3638489096033.86,India,IN,NY.GDP.MKTP.CD
2022,3346107287730.93,India,IN,NY.GDP.MKTP.CD
2021,3167270623260.47,India,IN,NY.GDP.MKTP.CD
2020,2674851578587.27,India,IN,NY.GDP.MKTP.CD
2019,2835606256558.19,India,IN,NY.GDP.MKTP.CD
2018,2702929641648.74,India,IN,NY.GDP.MKTP.CD
2017,2651474262755.45,India,IN,NY.GDP.MKTP.CD
2016,2294796885663.16,India,IN,NY.GDP.MKTP.CD
2015,2103588360044.94,India,IN,NY.GDP.MKTP.CD
2014,2039126479154.52,India,IN,NY.GDP.MKTP.CD
2013,1856721507621.58,India,IN,NY.GDP.MKTP.CD
2012,1827637590410.41,India,IN,NY.GDP.MKTP.CD
2011,1823051829894.55,India,IN,NY.GDP.MKTP.CD
2010,1675615519484.96,India,IN,NY.GDP.MKTP.CD
2009,1341888016994.9,India,IN,NY.GDP.MKTP.CD
2008,1198895139005.92,India,IN,NY.GDP.MKTP.CD
2007,1216736438834.96,India,IN,NY.GDP.MKTP.CD
2006,940259888787.721,India,IN,NY.GDP.MKTP.CD
2005,820383763511.445,India,IN,NY.GDP.MKTP.CD
2004,709152728830.775,India,IN,NY.GDP.MKTP.CD
2003,607700687237.318,India,IN,NY.GDP.MKTP.CD
2002,514939140318.756,India,IN,NY.GDP.MKTP.CD
2001,485440139204.171,India,IN,NY.GDP.MKTP.CD
2000,468395521654.458,India,IN,NY.GDP.MKTP.CD
1999,458821052615.79,India,IN,NY.GDP.MKTP.CD
1998,421351317224.941,India,IN,NY.GDP.MKTP.CD
1997,415867563592.829,India,IN,NY.GDP.MKTP.CD
1996,392896866204.516,India,IN,NY.GDP.MKTP.CD
1995,360281909643.489,India,IN,NY.GDP.MKTP.CD
1994,327274843459.429,India,IN,NY.GDP.MKTP.CD
1993,279295648982.529,India,IN,NY.GDP.MKTP.CD
1992,288208070278.013,India,IN,NY.GDP.MKTP.CD
1991,270105341879.226,India,IN,NY.GDP.MKTP.CD
1990,320979026420.035,India,IN,NY.GDP.MKTP.CD
1989,296042052944.66,India,IN,NY.GDP.MKTP.CD
1988,296589670895.932,India,IN,NY.GDP.MKTP.CD
1987,279033584092.223,India,IN,NY.GDP.MKTP.CD
1986,248985994040.59,India,IN,NY.GDP.MKTP.CD
1985,232511554840.372,India,IN,NY.GDP.MKTP.CD
1984,212157645177.652,India,IN,NY.GDP.MKTP.CD
1983,218262146413.158,India,IN,NY.GDP.MKTP.CD
1982,200715624830.902,India,IN,NY.GDP.MKTP.CD
1981,193491368445.573,India,IN,NY.GDP.MKTP.CD
1980,186328579302.068,India,IN,NY.GDP.MKTP.CD
1979,152995442497.709,India,IN,NY.GDP.MKTP.CD
1978,137302319828.995,India,IN,NY.GDP.MKTP.CD
1977,121486641441.309,India,IN,NY.GDP.MKTP.CD
1976,102716451979.68,India,IN,NY.GDP.MKTP.CD
1975,98473832017.3242,India,IN,NY.GDP.MKTP.CD
1974,99526597933.6331,India,IN,NY.GDP.MKTP.CD
1973,85517673172.5513,India,IN,NY.GDP.MKTP.CD
1972,71464700666.9869,India,IN,NY.GDP.MKTP.CD
1971,67351404351.833,India,IN,NY.GDP.MKTP.CD
1970,62422483054.6667,India,IN,NY.GDP.MKTP.CD
1969,58447995017.3333,India,IN,NY.GDP.MKTP.CD
1968,53085455870.6667,India,IN,NY.GDP.MKTP.CD
1967,50134942204.0,India,IN,NY.GDP.MKTP.CD
1966,45581230504.071,India,IN,NY.GDP.MKTP.CD
1965,59556105229.0052,India,IN,NY.GDP.MKTP.CD
1964,56480289940.9899,India,IN,NY.GDP.MKTP.CD
1963,48421923459.1235,India,IN,NY.GDP.MKTP.CD
1962,42161481858.0819,India,IN,NY.GDP.MKTP.CD
1961,39232435784.0358,India,IN,NY.GDP.MKTP.CD
1960,37029883876.1839,India,IN,NY.GDP.MKTP.CD
2024,18743803170827.2,China,CN,NY.GDP.MKTP.CD
2023,18270356654533.2,China,CN,NY.GDP.MKTP.CD
2022,18316765021690.2,China,CN,NY.GDP.MKTP.CD
2021,18201698719564.0,China,CN,NY.GDP.MKTP.CD
2020,14996414166715.1,China,CN,NY.GDP.MKTP.CD
2019,14560167101283.4,China,CN,NY.GDP.MKTP.CD
2018,14147765772963.8,China,CN,NY.GDP.MKTP.CD
2017,12537559062282.9,China,CN,NY.GDP.MKTP.CD
2016,11456024084962.0,China,CN,NY.GDP.MKTP.CD
2015,11280814787468.9,China,CN,NY.GDP.MKTP.CD
2014,10674533168257.4,China,CN,NY.GDP.MKTP.CD
2013,9743124247267.24,China,CN,NY.GDP.MKTP.CD
2012,8673664713189.24,China,CN,NY.GDP.MKTP.CD
2011,7671757207851.29,China,CN,NY.GDP.MKTP.CD
2010,6192564874453.29,China,CN,NY.GDP.MKTP.CD
2009,5189577094997.58,China,CN,NY.GDP.MKTP.CD
2008,4667346414521.95,China,CN,NY.GDP.MKTP.CD
2007,3604055822571.63,China,CN,NY.GDP.MKTP.CD
2006,2791498472804.33,China,CN,NY.GDP.MKTP.CD
2005,2317551298052.05,China,CN,NY.GDP.MKTP.CD
2004,1984196551300.44,China,CN,NY.GDP.MKTP.CD
2003,1683903309843.85,China,CN,NY.GDP.MKTP.CD
2002,1489821682050.54,China,CN,NY.GDP.MKTP.CD
2001,1355036590251.52,China,CN,NY.GDP.MKTP.CD
2000,1223754919971.05,China,CN,NY.GDP.MKTP.CD
1999,1103843203575.64,China,CN,NY.GDP.MKTP.CD
1998,1037134141760.35,China,CN,NY.GDP.MKTP.CD
1997,967753570434.667,China,CN,NY.GDP.MKTP.CD
1996,868523936530.083,China,CN,NY.GDP.MKTP.CD
1995,738190896227.55,China,CN,NY.GDP.MKTP.CD
1994,566929539493.172,China,CN,NY.GDP.MKTP.CD
1993,446557291212.148,China,CN,NY.GDP.MKTP.CD
1992,428502354788.069,China,CN,NY.GDP.MKTP.CD
1991,384510452961.672,China,CN,NY.GDP.MKTP.CD
1990,361560229445.507,China,CN,NY.GDP.MKTP.CD
1989,348380566801.619,China,CN,NY.GDP.MKTP.CD
1988,312888888888.889,China,CN,NY.GDP.MKTP.CD
1987,273455156950.673,China,CN,NY.GDP.MKTP.CD
1986,301310144927.536,China,CN,NY.GDP.MKTP.CD
1985,310064625850.34,China,CN,NY.GDP.MKTP.CD
1984,260442857142.857,China,CN,NY.GDP.MKTP.CD
1983,231130268199.234,China,CN,NY.GDP.MKTP.CD
1982,205480916030.534,China,CN,NY.GDP.MKTP.CD
1981,196218253968.254,China,CN,NY.GDP.MKTP.CD
1980,191487500000.0,China,CN,NY.GDP.MKTP.CD
1979,178573913043.478,China,CN,NY.GDP.MKTP.CD
1978,149788617886.179,China,CN,NY.GDP.MKTP.CD
1977,175226595859.778,China,CN,NY.GDP.MKTP.CD
1976,154196810058.643,China,CN,NY.GDP.MKTP.CD
1975,163687619735.857,China,CN,NY.GDP.MKTP.CD
1974,144418433058.472,China,CN,NY.GDP.MKTP.CD
1973,138764340892.0,China,CN,NY.GDP.MKTP.CD
1972,113871930713.841,China,CN,NY.GDP.MKTP.CD
1971,99959013879.6308,China,CN,NY.GDP.MKTP.CD
1970,92752930873.1912,China,CN,NY.GDP.MKTP.CD
1969,79847786729.1898,China,CN,NY.GDP.MKTP.CD
1968,70980323818.7853,China,CN,NY.GDP.MKTP.CD
1967,73011350596.2485,China,CN,NY.GDP.MKTP.CD
1966,76854053259.209,China,CN,NY.GDP.MKTP.CD
1965,70565994356.1828,China,CN,NY.GDP.MKTP.CD
1964,59821862703.4023,China,CN,NY.GDP.MKTP.CD
1963,50812227918.5753,China,CN,NY.GDP.MKTP.CD
1962,47310737754.2287,China,CN,NY.GDP.MKTP.CD
1961,50162299349.7871,China,CN,NY.GDP.MKTP.CD
1960,59846235024.7318,China,CN,NY.GDP.MKTP.CD
2024,400260724226.067,South Africa,ZA,NY.GDP.MKTP.CD
2023,380699271816.395,South Africa,ZA,NY.GDP.MKTP.CD
2022,406920004594.074,South Africa,ZA,NY.GDP.MKTP.CD
2021,420886877628.703,South Africa,ZA,NY.GDP.MKTP.CD
2020,337974655408.055,South Africa,ZA,NY.GDP.MKTP.CD
2019,389330032224.269,South Africa,ZA,NY.GDP.MKTP.CD
2018,405260723892.517,South Africa,ZA,NY.GDP.MKTP.CD
2017,381448814653.456,South Africa,ZA,NY.GDP.MKTP.CD
2016,323585509674.481,South Africa,ZA,NY.GDP.MKTP.CD
2015,346709790458.563,South Africa,ZA,NY.GDP.MKTP.CD
2014,381198869776.106,South Africa,ZA,NY.GDP.MKTP.CD
2013,400886013595.573,South Africa,ZA,NY.GDP.MKTP.CD
2012,434400545085.811,South Africa,ZA,NY.GDP.MKTP.CD
2011,458199494830.834,South Africa,ZA,NY.GDP.MKTP.CD
2010,417363822801.713,South Africa,ZA,NY.GDP.MKTP.CD
2009,329754060647.129,South Africa,ZA,NY.GDP.MKTP.CD
2008,316131258616.309,South Africa,ZA,NY.GDP.MKTP.CD
2007,333077117253.684,South Africa,ZA,NY.GDP.MKTP.CD
2006,303858675363.643,South Africa,ZA,NY.GDP.MKTP.CD
2005,288867217196.534,South Africa,ZA,NY.GDP.MKTP.CD
2004,255806908594.573,South Africa,ZA,NY.GDP.MKTP.CD
2003,197018965308.697,South Africa,ZA,NY.GDP.MKTP.CD
2002,129087556612.449,South Africa,ZA,NY.GDP.MKTP.CD
2001,135429905922.526,South Africa,ZA,NY.GDP.MKTP.CD
2000,151752757215.309,South Africa,ZA,NY.GDP.MKTP.CD
1999,151516957078.536,South Africa,ZA,NY.GDP.MKTP.CD
1998,152982984557.233,South Africa,ZA,NY.GDP.MKTP.CD
1997,168978057327.73,South Africa,ZA,NY.GDP.MKTP.CD
1996,163234925380.563,South Africa,ZA,NY.GDP.MKTP.CD
1995,171735933897.331,South Africa,ZA,NY.GDP.MKTP.CD
1994,153512712381.836,South Africa,ZA,NY.GDP.MKTP.CD
1993,147194747565.75,South Africa,ZA,NY.GDP.MKTP.CD
1992,146956150986.636,South Africa,ZA,NY.GDP.MKTP.CD
1991,135203698237.977,South Africa,ZA,NY.GDP.MKTP.CD
1990,126048140141.869,South Africa,ZA,NY.GDP.MKTP.CD
1989,108055624081.806,South Africa,ZA,NY.GDP.MKTP.CD
1988,103976831870.957,South Africa,ZA,NY.GDP.MKTP.CD
1987,96535763418.3729,South Africa,ZA,NY.GDP.MKTP.CD
1986,73354771399.2627,South Africa,ZA,NY.GDP.MKTP.CD
1985,64459376086.6883,South Africa,ZA,NY.GDP.MKTP.CD
1984,84870163365.9306,South Africa,ZA,NY.GDP.MKTP.CD
1983,96204110941.5672,South Africa,ZA,NY.GDP.MKTP.CD
1982,85904057409.3585,South Africa,ZA,NY.GDP.MKTP.CD
1981,93141472163.7596,South Africa,ZA,NY.GDP.MKTP.CD
1980,89411864402.4272,South Africa,ZA,NY.GDP.MKTP.CD
1979,63038658088.9121,South Africa,ZA,NY.GDP.MKTP.CD
1978,51607412901.8532,South Africa,ZA,NY.GDP.MKTP.CD
1977,45328411332.1028,South Africa,ZA,NY.GDP.MKTP.CD
1976,41150460287.6151,South Africa,ZA,NY.GDP.MKTP.CD
1975,42906905672.42,South Africa,ZA,NY.GDP.MKTP.CD
1974,41389186094.5992,South Africa,ZA,NY.GDP.MKTP.CD
1973,33262772008.1446,South Africa,ZA,NY.GDP.MKTP.CD
1972,24515919216.8851,South Africa,ZA,NY.GDP.MKTP.CD
1971,23411076638.279,South Africa,ZA,NY.GDP.MKTP.CD
1970,21218391512.6434,South Africa,ZA,NY.GDP.MKTP.CD
1969,19256992297.2031,South Africa,ZA,NY.GDP.MKTP.CD
1968,17124793150.0827,South Africa,ZA,NY.GDP.MKTP.CD
1967,15821393671.4425,South Africa,ZA,NY.GDP.MKTP.CD
1966,14211394315.4423,South Africa,ZA,NY.GDP.MKTP.CD
1965,13068994772.4021,South Africa,ZA,NY.GDP.MKTP.CD
1964,11955995217.6019,South Africa,ZA,NY.GDP.MKTP.CD
1963,10854195658.3217,South Africa,ZA,NY.GDP.MKTP.CD
1962,9813996074.40157,South Africa,ZA,NY.GDP.MKTP.CD
1961,9225996309.60148,South Africa,ZA,NY.GDP.MKTP.CD
1960,8748596500.5614,South Africa,ZA,NY.GDP.MKTP.CD
