year,value,country,country_code,indicator
1975,5.16664908406321,Brazil,BR,NY.GDP.MKTP.KD.ZG
1974,8.15393868457201,Brazil,BR,NY.GDP.MKTP.KD.ZG
1973,13.9687217796782,Brazil,BR,NY.GDP.MKTP.KD.ZG
1972,11.9403481162508,Brazil,BR,NY.GDP.MKTP.KD.ZG
1971,11.3429219931908,Brazil,BR,NY.GDP.MKTP.KD.ZG
1970,10.4,Brazil,BR,NY.GDP.MKTP.KD.ZG
1969,9.49999999999993,Brazil,BR,NY.GDP.MKTP.KD.ZG
1968,9.79999999999998,Brazil,BR,NY.GDP.MKTP.KD.ZG
1967,4.2,Brazil,BR,NY.GDP.MKTP.KD.ZG
1966,6.7000000000001,Brazil,BR,NY.GDP.MKTP.KD.ZG
1965,2.40000000000001,Brazil,BR,NY.GDP.MKTP.KD.ZG
1964,3.39999999999985,Brazil,BR,NY.GDP.MKTP.KD.ZG
1963,0.600000000000065,Brazil,BR,NY.GDP.MKTP.KD.ZG
1962,6.59999999999992,Brazil,BR,NY.GDP.MKTP.KD.ZG
1961,8.60000000000014,Brazil,BR,NY.GDP.MKTP.KD.ZG
2024,4.34437475491529,Russia,RU,NY.GDP.MKTP.KD.ZG
2023,4.08252481259281,Russia,RU,NY.GDP.MKTP.KD.ZG
2022,-1.43588213859842,Russia,RU,NY.GDP.MKTP.KD.ZG
2021,5.86649177292595,Russia,RU,NY.GDP.MKTP.KD.ZG
2020,-2.65365450102773,Russia,RU,NY.GDP.MKTP.KD.ZG
2019,2.19807571335009,Russia,RU,NY.GDP.MKTP.KD.ZG
2018,2.80724541059601,Russia,RU,NY.GDP.MKTP.KD.ZG
2017,1.82579006401834,Russia,RU,NY.GDP.MKTP.KD.ZG
2016,0.193690071260534,Russia,RU,NY.GDP.MKTP.KD.ZG
2015,-1.97271922580408,Russia,RU,NY.GDP.MKTP.KD.ZG
2014,0.736267221765672,Russia,RU,NY.GDP.MKTP.KD.ZG
2013,1.75542214874298,Russia,RU,NY.GDP.MKTP.KD.ZG
2012,4.02408615746921,Russia,RU,NY.GDP.MKTP.KD.ZG
2011,4.30002918567749,Russia,RU,NY.GDP.MKTP.KD.ZG
2010,4.49999999920672,Russia,RU,NY.GDP.MKTP.KD.ZG
2009,-7.79999391271275,Russia,RU,NY.GDP.MKTP.KD.ZG
2008,5.19996926404957,Russia,RU,NY.GDP.MKTP.KD.ZG
2007,8.49997776916511,Russia,RU,NY.GDP.MKTP.KD.ZG
2006,8.20006825456321,Russia,RU,NY.GDP.MKTP.KD.ZG
2005,6.39996544799469,Russia,RU,NY.GDP.MKTP.KD.ZG
2004,7.19994786954857,Russia,RU,NY.GDP.MKTP.KD.ZG
2003,7.29995234528189,Russia,RU,NY.GDP.MKTP.KD.ZG
2002,4.69999190914258,Russia,RU,NY.GDP.MKTP.KD.ZG
2001,5.10005122572568,Russia,RU,NY.GDP.MKTP.KD.ZG
2000,10.0000668136515,Russia,RU,NY.GDP.MKTP.KD.ZG
1999,6.39991469144101,Russia,RU,NY.GDP.MKTP.KD.ZG
1998,-5.2999616266239,Russia,RU,NY.GDP.MKTP.KD.ZG
1997,1.3999158052963,Russia,RU,NY.GDP.MKTP.KD.ZG
1996,-3.7550694383594,Russia,RU,NY.GDP.MKTP.KD.ZG
1995,-4.1435284052602,Russia,RU,NY.GDP.MKTP.KD.ZG
1994,-12.5697559802151,Russia,RU,NY.GDP.MKTP.KD.ZG
1993,-8.66854034260423,Russia,RU,NY.GDP.MKTP.KD.ZG
1992,-14.5310737729264,Russia,RU,NY.GDP.MKTP.KD.ZG
1991,-5.04693945142462,Russia,RU,NY.GDP.MKTP.KD.ZG
1990,-2.99999564243126,Russia,RU,NY.GDP.MKTP.KD.ZG
2024,6.48422363033757,India,IN,NY.GDP.MKTP.KD.ZG
2023,9.19075493028345,India,IN,NY.GDP.MKTP.KD.ZG
2022,7.60936497768895,India,IN,NY.GDP.MKTP.KD.ZG
2021,9.68959249192875,India,IN,NY.GDP.MKTP.KD.ZG
2020,-5.77772470686801,India,IN,NY.GDP.MKTP.KD.ZG
2019,3.87143694070356,India,IN,NY.GDP.MKTP.KD.ZG
2018,6.45385134497769,India,IN,NY.GDP.MKTP.KD.ZG
2017,6.79538341897911,India,IN,NY.GDP.MKTP.KD.ZG
2016,8.25630550179086,India,IN,NY.GDP.MKTP.KD.ZG
2015,7.99625378571471,India,IN,NY.GDP.MKTP.KD.ZG
2014,7.41022760508854,India,IN,NY.GDP.MKTP.KD.ZG
2013,6.38610640094825,India,IN,NY.GDP.MKTP.KD.ZG
2012,5.45638755166587,India,IN,NY.GDP.MKTP.KD.ZG
2011,5.24131619937695,India,IN,NY.GDP.MKTP.KD.ZG
2010,8.49758470221235,India,IN,NY.GDP.MKTP.KD.ZG
2009,7.86188883286074,India,IN,NY.GDP.MKTP.KD.ZG
2008,3.08669805921981,India,IN,NY.GDP.MKTP.KD.ZG
2007,7.6608150670107,India,IN,NY.GDP.MKTP.KD.ZG
2006,8.06073257166651,India,IN,NY.GDP.MKTP.KD.ZG
2005,7.92343062148318,India,IN,NY.GDP.MKTP.KD.ZG
2004,7.92293661199932,India,IN,NY.GDP.MKTP.KD.ZG
2003,7.8603814759073,India,IN,NY.GDP.MKTP.KD.ZG
2002,3.80397532112175,India,IN,NY.GDP.MKTP.KD.ZG
2001,4.82396626555771,India,IN,NY.GDP.MKTP.KD.ZG
2000,3.84099115659129,India,IN,NY.GDP.MKTP.KD.ZG
1999,8.84575555939531,India,IN,NY.GDP.MKTP.KD.ZG
1998,6.18441582172117,India,IN,NY.GDP.MKTP.KD.ZG
1997,4.04982084998183,India,IN,NY.GDP.MKTP.KD.ZG
1996,7.54952224920051,India,IN,NY.GDP.MKTP.KD.ZG
1995,7.57449183788519,India,IN,NY.GDP.MKTP.KD.ZG
1994,6.65892407028434,India,IN,NY.GDP.MKTP.KD.ZG
1993,4.75077621776924,India,IN,NY.GDP.MKTP.KD.ZG
1992,5.48239602040357,India,IN,NY.GDP.MKTP.KD.ZG
1991,1.05683143496063,India,IN,NY.GDP.MKTP.KD.ZG
1990,5.53345456125301,India,IN,NY.GDP.MKTP.KD.ZG
1989,5.94734333181324,India,IN,NY.GDP.MKTP.KD.ZG
1988,9.62778291607844,India,IN,NY.GDP.MKTP.KD.ZG
1987,3.96535563481719,India,IN,NY.GDP.MKTP.KD.ZG
1986,4.77656416847516,India,IN,NY.GDP.MKTP.KD.ZG
1985,5.25429922311382,India,IN,NY.GDP.MKTP.KD.ZG
1984,3.82073785610604,India,IN,NY.GDP.MKTP.KD.ZG
1983,7.28889290305703,India,IN,NY.GDP.MKTP.KD.ZG
1982,3.47573323969961,India,IN,NY.GDP.MKTP.KD.ZG
1981,6.00620362601497,India,IN,NY.GDP.MKTP.KD.ZG
1980,6.7358215288198,India,IN,NY.GDP.MKTP.KD.ZG
1979,-5.23818270446218,India,IN,NY.GDP.MKTP.KD.ZG
1978,5.71253208869331,India,IN,NY.GDP.MKTP.KD.ZG
1977,7.25476458760367,India,IN,NY.GDP.MKTP.KD.ZG
1976,1.66310363813034,India,IN,NY.GDP.MKTP.KD.ZG
1975,9.14991201570659,India,IN,NY.GDP.MKTP.KD.ZG
1974,1.18533625466961,India,IN,NY.GDP.MKTP.KD.ZG
1973,3.29552113471652,India,IN,NY.GDP.MKTP.KD.ZG
1972,-0.553301305344547,India,IN,NY.GDP.MKTP.KD.ZG
1971,1.64293037527582,India,IN,NY.GDP.MKTP.KD.ZG
1970,5.15722973718955,India,IN,NY.GDP.MKTP.KD.ZG
1969,6.53970029928357,India,IN,NY.GDP.MKTP.KD.ZG
1968,3.38792917634143,India,IN,NY.GDP.MKTP.KD.ZG
1967,7.82596303082235,India,IN,NY.GDP.MKTP.KD.ZG
1966,-0.0553287704537979,India,IN,NY.GDP.MKTP.KD.ZG
1965,-2.63577011020728,India,IN,NY.GDP.MKTP.KD.ZG
1964,7.45295012250209,India,IN,NY.GDP.MKTP.KD.ZG
1963,5.99435326188559,India,IN,NY.GDP.MKTP.KD.ZG
1962,2.93112773548363,India,IN,NY.GDP.MKTP.KD.ZG
1961,3.72274253311053,India,IN,NY.GDP.MKTP.KD.ZG
2024,4.9773565917572,China,CN,NY.GDP.MKTP.KD.ZG
2023,5.41484330099675,China,CN,NY.GDP.MKTP.KD.ZG
2022,3.1341888719577,China,CN,NY.GDP.MKTP.KD.ZG
2021,8.57008513166322,China,CN,NY.GDP.MKTP.KD.ZG
2020,2.34018843078414,China,CN,NY.GDP.MKTP.KD.ZG
2019,6.06850235053705,China,CN,NY.GDP.MKTP.KD.ZG
2018,6.75671800166833,China,CN,NY.GDP.MKTP.KD.ZG
2017,6.8912663621211,China,CN,NY.GDP.MKTP.KD.ZG
2016,6.77555562837017,China,CN,NY.GDP.MKTP.KD.ZG
2015,6.97878002657477,China,CN,NY.GDP.MKTP.KD.ZG
2014,7.46190028229434,China,CN,NY.GDP.MKTP.KD.ZG
2013,7.77872409446717,China,CN,NY.GDP.MKTP.KD.ZG
2012,7.85617427055587,China,CN,NY.GDP.MKTP.KD.ZG
2011,9.4613358870736,China,CN,NY.GDP.MKTP.KD.ZG
2010,10.5962719761682,China,CN,NY.GDP.MKTP.KD.ZG
2009,9.40269972778044,China,CN,NY.GDP.MKTP.KD.ZG
2008,9.67024588602851,China,CN,NY.GDP.MKTP.KD.ZG
2007,14.1499854947127,China,CN,NY.GDP.MKTP.KD.ZG
2006,12.6746751655235,China,CN,NY.GDP.MKTP.KD.ZG
2005,11.458238455067,China,CN,NY.GDP.MKTP.KD.ZG
2004,10.1314073631003,China,CN,NY.GDP.MKTP.KD.ZG
2003,10.1181928640117,China,CN,NY.GDP.MKTP.KD.ZG
2002,9.24339326638321,China,CN,NY.GDP.MKTP.KD.ZG
2001,8.31263887091522,China,CN,NY.GDP.MKTP.KD.ZG
2000,8.58643201808462,China,CN,NY.GDP.MKTP.KD.ZG
1999,7.7370030581299,China,CN,NY.GDP.MKTP.KD.ZG
1998,7.92079207933551,China,CN,NY.GDP.MKTP.KD.ZG
1997,9.2876465280865,China,CN,NY.GDP.MKTP.KD.ZG
1996,9.97619992053447,China,CN,NY.GDP.MKTP.KD.ZG
1995,11.0328121562746,China,CN,NY.GDP.MKTP.KD.ZG
1994,13.0727091631599,China,CN,NY.GDP.MKTP.KD.ZG
1993,13.9290780143689,China,CN,NY.GDP.MKTP.KD.ZG
1992,14.2996108947926,China,CN,NY.GDP.MKTP.KD.ZG
1991,9.36170212784847,China,CN,NY.GDP.MKTP.KD.ZG
1990,3.9416305983694,China,CN,NY.GDP.MKTP.KD.ZG
1989,4.20633435547828,China,CN,NY.GDP.MKTP.KD.ZG
1988,11.2225949825209,China,CN,NY.GDP.MKTP.KD.ZG
1987,11.6282225655699,China,CN,NY.GDP.MKTP.KD.ZG
1986,8.93506493506504,China,CN,NY.GDP.MKTP.KD.ZG
1985,13.435474366529,China,CN,NY.GDP.MKTP.KD.ZG
1984,15.2325609955089,China,CN,NY.GDP.MKTP.KD.ZG
1983,10.7273706842105,China,CN,NY.GDP.MKTP.KD.ZG
1982,9.05928417062999,China,CN,NY.GDP.MKTP.KD.ZG
1981,5.11276109058952,China,CN,NY.GDP.MKTP.KD.ZG
1980,7.83414501593799,China,CN,NY.GDP.MKTP.KD.ZG
1979,7.59132468000007,China,CN,NY.GDP.MKTP.KD.ZG
1978,11.3259779878892,China,CN,NY.GDP.MKTP.KD.ZG
1977,7.57000000138403,China,CN,NY.GDP.MKTP.KD.ZG
1976,-1.57000000165326,China,CN,NY.GDP.MKTP.KD.ZG
1975,8.71999999747992,China,CN,NY.GDP.MKTP.KD.ZG
1974,2.31000000294736,China,CN,NY.GDP.MKTP.KD.ZG
1973,7.76000000084325,China,CN,NY.GDP.MKTP.KD.ZG
1972,3.81000000021984,China,CN,NY.GDP.MKTP.KD.ZG
1971,7.05999999853672,China,CN,NY.GDP.MKTP.KD.ZG
1970,19.2999999967022,China,CN,NY.GDP.MKTP.KD.ZG
1969,16.9399999960609,China,CN,NY.GDP.MKTP.KD.ZG
1968,-4.09999998647768,China,CN,NY.GDP.MKTP.KD.ZG
1967,-5.77000000405148,China,CN,NY.GDP.MKTP.KD.ZG
1966,10.6499999984174,China,CN,NY.GDP.MKTP.KD.ZG
1965,16.9500000038699,China,CN,NY.GDP.MKTP.KD.ZG
1964,18.1799999938203,China,CN,NY.GDP.MKTP.KD.ZG
1963,10.2999999963989,China,CN,NY.GDP.MKTP.KD.ZG
1962,-5.57999999019671,China,CN,NY.GDP.MKTP.KD.ZG
1961,-27.2700000038883,China,CN,NY.GDP.MKTP.KD.ZG
2024,0.579853692303914,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2023,0.698485193724835,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2022,1.91147996033504,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2021,4.95503259440756,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2020,-6.1689177146757,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2019,0.25993557687633,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2018,1.55678384721676,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2017,1.15794695181735,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2016,0.664552307858116,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2015,1.32186223678229,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2014,1.41382645223793,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2013,2.48546800826588,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2012,2.39623238465745,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2011,3.16855627858818,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2010,3.03973288127956,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2009,-1.53808913525583,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2008,3.1910438863288,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2007,5.36047405394162,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2006,5.60380645895889,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2005,5.27705197295467,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2004,4.55455990721774,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2003,2.94907546754213,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2002,3.70037440406668,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2001,2.70000000019104,South Africa,ZA,NY.GDP.MKTP.KD.ZG
2000,4.20000000067826,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1999,2.39999999746338,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1998,0.50000000034143,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1997,2.60000000146347,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1996,4.29999999726792,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1995,3.10000000054411,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1994,3.20000000297172,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1993,1.23355793864741,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1992,-2.13703284500521,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1991,-1.0182449675445,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1990,-0.317760426540374,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1989,2.39479511538406,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1988,4.20010964838187,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1987,2.10072902053675,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1986,0.0178492401652193,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1985,-1.21154088240387,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1984,5.09915163001477,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1983,-1.84655774595063,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1982,-0.383419108375435,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1981,5.36079105964045,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1980,6.62058342724157,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1979,3.79051926405782,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1978,3.01447977912923,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1977,-0.0939791161255812,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1976,2.24986032919334,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1975,1.69543377931099,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1974,6.11112210372188,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1973,4.57194474637271,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1972,1.65482970884699,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1971,4.27893440296982,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1970,5.24866143118292,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1969,4.71590286722241,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1968,4.15337298293346,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1967,7.19652306514106,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1966,4.43838608946889,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1965,6.12279809601442,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1964,7.93960864480677,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1963,7.37370924877223,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1962,6.17793085042746,South Africa,ZA,NY.GDP.MKTP.KD.ZG
1961,3.84473414174089,South Africa,ZA,NY.GDP.MKTP.KD.ZG
